FeatureId	Sample02	Sample04	Sample06	Sample08	Sample10	Sample12	Sample14	Sample16	Sample18	Sample20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
f0534	-0.1806	0.093	-0.0024	0.8131	0.8831	0.4544	0.1217	-0.4443	0.0312	-1.8684	0.8307	0.1918	0.7507	0.4741	1.1002	1.0437	1.3054	-0.548	-1.5621	-0.8591
f0605	-0.5466	-0.7591	-1.3855	-0.1138	-0.0621	0.3129	-0.1792	-0.3622	-1.0246	0.7103	2.3678	0.6594	0.1537	-0.0777	0.4659	-0.4734	-1.4083	1.0833	1.0454	1.2284
f0610	0.685	-1.1698	1.6699	0.5358	-1.64	-0.3264	1.0203	0.4481	-1.8983	0.7897	-0.5404	-0.7951	1.1986	-0.7883	-0.6743	-0.2984	0.5315	-1.399	1.1877	2.3513
f0900	0.9965	0.4966	1.8372	-1.1558	-1.6659	1.2332	-0.9429	0.2986	1.6629	0.0958	0.3596	-1.2151	0.6416	0.3263	0.6011	0.6099	1.4071	-0.409	0.7566	0.7493
f0096	-0.0347	-2.2179	0.5199	0.3336	-1.3362	0.0411	-0.4196	-1.3734	1.3015	0.9447	-0.9542	0.1375	0.2612	1.1007	0.1523	-0.7674	0.7354	1.0316	-0.5676	-1.0533
f0334	1.0195	-0.43	-0.0185	-0.607	1.3538	-1.091	0.3679	2.0165	0.5694	-1.2923	-0.3936	-0.5692	0.7281	-0.5296	-0.9423	1.5285	-0.7061	0.6682	1.8919	-1.4722
f0821	-0.5743	-0.9258	0.4835	0.0897	-0.1963	-0.0191	0.3842	-1.914	1.0168	-1.6673	-1.1462	-0.0058	-1.2431	0.8409	-0.1569	1.1262	0.1582	1.8599	1.3519	-0.5789
f0866	-0.974	0.0087	-2.1721	0.264	1.0679	0.3986	-1.4748	1.1358	-1.4004	-0.573	-1.4704	-0.034	1.4401	-0.6863	0.5382	0.9111	0.2317	0.2815	-0.0254	0.0739
f0168	-0.062	-0.5452	0.4089	-0.53	0.8437	-0.8872	-1.035	1.0264	-0.3206	0.1574	0.9966	0.8078	0.7094	0.6479	0.4851	-0.0276	-0.2542	-0.3734	0.8936	-0.8765
f0729	0.3101	-0.5991	-0.3089	-0.374	1.9432	0.9808	1.0629	2.1783	1.7277	-0.2313	-2.1486	-0.5297	-0.4169	0.355	0.4695	-0.7618	0.6245	-0.185	0.0048	1.4582
f0285	0.0039	0.3244	2.3952	0.092	0.287	-0.4584	-0.7535	0.0028	0.0788	0.8499	-2.9845	0.1423	-0.1483	-0.1822	1.5078	1.1821	0.7323	0.8971	1.4413	-0.1234
f0825	-0.9471	0.656	-0.6534	-0.5684	-1.7178	-3.1884	0.4183	-0.4353	-0.6572	0.9896	1.3183	-0.1453	-0.3393	0.0254	2.1913	0.1194	-0.3917	1.4036	-0.557	2.1949
f0584	0.6063	-0.3953	0.2146	0.9205	1.623	1.1991	0.2534	-0.6776	0.9936	1.4385	-0.235	1.7565	-0.9401	0.7441	-0.4425	-0.8327	-0.4094	-0.3405	1.5317	0.5118
f0543	0.8038	-0.5695	-0.0292	0.0842	0.1679	0.9514	0.0898	0.0204	0.2372	-0.7694	0.6794	-0.6948	-0.568	-1.8424	-0.6672	-0.1123	0.3078	-1.1426	0.9135	-0.214
f0046	-0.5112	0.8847	-0.8627	1.0836	0.839	-2.3181	0.4389	-0.0772	-2.6843	0.2543	0.916	0.7257	0.1892	-0.2598	0.2736	0.2786	0.3719	-0.0538	-0.9688	0.3463
f0105	-0.8904	-0.9515	-0.5242	-0.6991	-0.5035	-0.5001	0.3388	0.3368	-0.1174	0.2909	1.2371	1.8679	0.6908	-1.0646	-1.402	2.0819	-0.0731	-0.6811	-1.4208	1.4276
f0811	-0.2013	0.1489	-0.0429	0.3586	0.2685	0.5549	-0.9406	-0.4109	-0.186	0.1062	-0.3428	0.8298	0.278	-0.2233	0.1184	-1.5074	-0.3426	-0.1303	1.5715	0.0463
f0503	-0.1547	-0.0555	0.7624	1.3238	0.5199	0.7363	-0.9536	1.0553	0.3314	0.7611	-0.2036	-0.0104	-0.6375	-0.964	0.773	0.1192	0.0611	-0.4149	-1.5805	-1.0034
f0891	-0.5007	0.4919	0.7739	-1.61	1.2452	-0.0618	-1.0441	2.0672	0.0044	-0.8241	-0.1179	1.0547	0.3555	2.3824	-0.1707	-0.3951	1.3213	0.6099	0.5092	0.2738
f0722	1.3184	0.8153	-0.2444	0.1233	-1.3633	0.0665	1.8947	-0.3605	-0.1002	0.6925	-0.4496	-0.7282	1.2944	0.4	-0.8543	-0.4599	2.8584	1.0083	1.5605	0.1916
f0037	0.3256	-0.2793	-1.1381	-1.3247	-0.2568	0.8731	-0.2167	-1.6865	-0.6026	-0.3504	0.7248	1.2944	1.5878	0.4693	1.2843	-1.9379	-0.4973	-1.4665	-0.9399	1.5009
f0205	-0.1517	-0.4095	-0.5894	-0.1274	-0.173	0.4741	-2.2743	1.2018	1.0991	-0.5473	-0.3359	0.1574	-1.5864	-0.6912	-0.4044	-0.5143	0.6213	-0.841	-1.01	-0.4425
f0572	2.0613	-2.1196	-0.1053	1.0096	-0.0851	0.5749	-0.1693	-0.6329	-0.7059	-1.0594	0.5272	-0.6064	-0.4411	-0.9783	-0.4734	0.2985	-0.2836	-0.8318	0.6391	-1.7296
f0420	-0.7622	-1.6023	1.3428	-1.1089	0.2333	-1.369	0.494	0.5436	0.7383	0.4106	0.6867	1.4214	0.8788	-0.9962	0.7098	0.5471	-0.113	-1.7931	-1.1625	-0.9769
f0549	-0.9879	1.8017	-0.1969	1.5326	-0.8632	0.6767	0.2998	-0.8113	-0.11	-0.8585	-1.681	0.1106	-1.0666	0.158	-1.0455	-0.4144	0.9323	-2.1494	-1.0428	-0.0683
f0884	1.0538	0.5628	1.46	-0.2119	-0.3767	-0.3198	-0.9739	-0.0534	-2.4584	0.8858	1.8655	0.7792	-1.0914	1.0522	-0.252	-1.0824	-0.6036	1.2398	2.2467	2.2114
f0249	-0.0886	0.1826	1.2227	-0.4918	0.2528	0.6164	0.1869	-0.0652	0.0172	-1.0693	0.0638	0.2599	-0.2532	-0.68	1.2684	-1.5821	0.0662	2.2783	-0.8688	0.562
f0672	-0.2732	-1.6249	0.2114	1.3509	2.0699	0.4082	-0.6136	-0.4129	2.9002	0.3077	-1.084	0.1424	-1.2331	0.4713	1.5177	-0.0226	0.7401	0.5036	-0.6258	1.2718
f0648	1.2869	0.2895	-0.9524	-0.2964	0.5666	-0.3927	0.0834	-0.7987	-0.7019	-0.1315	2.3586	0.5973	0.093	0.349	1.4687	0.7501	1.1239	1.0369	1.1673	0.9476
f0109	-0.7863	-2.0463	0.414	0.3299	0.1119	-0.1899	0.517	0.4871	0.3492	0.5966	0.1226	-1.6018	-1.4752	1.7027	-0.8209	0.4168	0.6132	0.7947	1.0013	0.3145
f0830	-1.0081	-0.3846	-0.6602	-0.7035	0.7112	0.0753	-1.5772	0.6378	1.4386	-0.1302	-0.9577	0.2568	-0.1912	-0.015	1.446	-0.0136	-1.0373	0.0561	-0.3095	-0.5386
f0310	0.9912	0.2093	0.3925	0.1334	-0.4085	1.2885	0.437	-0.8276	1.4724	-0.5738	-0.3184	-0.8237	-0.4766	0.3713	-0.715	-2.2612	0.1825	0.0697	0.6654	1.662
f0225	-0.0567	-0.9083	-0.677	0.4674	-1.3794	-0.4152	0.6953	-0.018	1.3631	-0.0813	1.5549	-0.3517	-0.7521	0.958	-1.6948	0.6804	-0.759	-2.0086	-1.4103	-1.2596
f0299	0.5812	0.8149	-0.9374	1.8103	-0.9831	-0.5957	1.7024	1.7615	1.091	-0.0031	0.9292	-0.8653	-0.2964	-0.5247	0.6163	1.0273	0.1334	-1.0807	1.0333	-0.2038
f0320	-1.2887	1.1748	-0.7291	-0.2696	1.2998	-0.7627	-0.2225	-1.4882	-0.3501	0.4821	-0.3639	-0.2404	-0.2597	0.1038	-1.5886	-0.7598	-0.4267	0.9632	1.6314	0.955
f0590	1.3843	-0.2098	1.605	0.2971	1.6377	0.8069	0.1625	0.6406	-1.3347	0.9953	1.1961	1.234	0.1842	-1.0816	-1.0166	0.2657	0.3091	0.7915	1.7304	0.1419
f0456	0.8986	0.4521	-1.2871	0.2484	1.3206	-1.8908	1.1784	0.1684	0.7659	0.9355	-0.2766	-0.4803	0.8096	-1.4146	-0.5483	-0.5271	0.2344	0.4619	-1.903	1.521
f0955	-0.1666	1.2178	0.3488	0.6978	1.4627	2.4496	1.7119	0.3841	1.8514	0.7401	-0.0566	-0.6506	0.7276	-0.432	-0.1399	-0.6747	1.1012	1.4556	-2.0653	-0.0812
f0592	1.7503	1.7548	1.1117	0.7747	0.8568	0.9719	0.9747	1.5488	0.0981	1.6513	-1.9278	0.8595	-0.8275	0.2961	1.3379	0.603	-0.3955	0.4802	-1.0134	0.931
f0492	2.5603	0.8663	-0.8467	0.2609	0.5889	0.5578	0.4795	-0.1144	-0.0748	0.9897	-0.4242	-1.4673	-0.3964	-2.1233	-0.4963	-1.1194	-0.1731	0.3103	0.6502	-0.649
f0291	0.1021	-0.309	-0.6662	-1.0276	1.4279	1.6268	0.8458	-1.3568	-0.5115	0.5232	-1.5585	1.0195	-0.1417	-0.3145	0.706	0.6919	0.6906	0.0978	1.241	0.8014
f0542	-1.5018	-0.9634	-1.0237	-0.2653	-0.6088	0.3657	0.1129	0.5981	1.8106	0.0082	-0.3121	1.6901	0.2889	0.4444	-2.5339	-1.0162	0.9662	-2.0268	-2.4926	0.4458
f0791	-0.0606	-0.4547	0.2126	-0.2266	-0.9851	0.3358	-1.1733	2.3171	-0.3262	0.0316	-0.2399	1.7622	0.3246	-0.3614	1.2352	-3.1101	2.2798	0.6397	1.3086	1.2356
f0847	-0.0965	0.3374	0.4354	0.9774	-0.3233	-0.0025	-1.9327	0.7351	1.0415	1.6799	-1.0454	1.2277	0.1803	0.962	-2.1507	-0.0483	1.1124	2.4466	-0.9758	1.2162
f0630	0.9537	0.5576	-0.0666	1.7554	1.087	-0.7638	-0.3481	-0.1382	-0.4473	0.2693	1.5503	-0.8836	-0.7235	-0.4439	-0.4647	0.4627	-1.3019	-2.1992	-0.1879	1.6214
f0935	-2.815	-4.348	-2.3305	-0.4669	-1.4897	-1.8314	-3.3194	-1.8502	-1.8263	-0.23	0.34	2.3466	0.0506	0.2992	0.7411	2.5138	-0.0818	-0.4788	0.7156	-1.452
f0475	-0.4989	-0.6324	1.2451	-1.0997	0.0007	0.0483	0.7357	1.0348	0.6357	0.6107	0.4746	1.5356	-0.2493	0.7694	0.602	0.6102	0.3062	2.0375	-0.0852	-0.2978
f0698	1.4667	-0.7858	0.8794	-0.7529	-0.0917	1.7154	-0.1095	-0.6486	0.5804	-0.3784	-1.1523	-0.0646	-0.5196	0.7847	-0.5269	-1.5903	1.8347	1.337	-0.1248	-0.6407
f0009	0.9571	-1.29	0.3512	0.4679	0.5066	0.669	2.1934	-0.3277	-0.2092	0.5118	-1.3387	-0.2187	-0.8814	0.221	0.4278	0.309	-0.9963	-1.8119	-1.0389	-1.2842
f0237	1.9503	0.7777	1.7179	-0.4781	-1.5786	0.9465	-1.7547	-0.0787	-2.1355	-0.2598	0.4373	1.0369	-0.0518	-0.334	0.5425	0.1836	0.9704	-0.2342	-0.1424	-1.4877
f0012	-0.739	-0.2233	1.3543	0.2572	-0.9616	-0.0396	0.5061	-1.0747	-1.4145	1.1702	-0.9198	0.7503	0.8498	-0.2711	-0.765	-0.3163	-1.3077	-0.2584	-0.7786	0.0608
f0880	0.1381	-0.7662	-0.4064	0.8153	0.0001	1.2083	-0.666	-0.0001	0.6329	0.7945	-0.0421	0.113	-1.3925	-1.3372	-1.5196	0.5079	1.1316	-1.3615	-0.977	-0.0787
f0070	2.03	-1.2662	-0.0306	-0.6209	-0.4062	0.7644	-0.217	-0.0354	0.5369	1.2811	-0.1648	0.1921	-0.7081	-0.4159	0.1773	-0.6855	0.486	-1.1442	-1.9748	0.9319
f0106	-1.2158	-0.1764	0.4589	1.3308	0.7693	0.4699	0.6894	-1.1196	0.2348	1.8449	-1.7598	0.4674	-0.2455	2.4035	-0.7229	1.9161	-0.0166	0.2143	-0.4263	2.7129
f0127	-0.1877	-1.2317	0.1338	-1.1431	-0.8297	1.2008	-0.0242	-0.6408	0.8847	0.7851	-1.3297	1.1435	-0.8855	0.1015	1.0779	-0.5209	-0.5726	1.005	-1.3958	2.7376
f0617	-0.8199	-0.1977	1.7205	0.0115	-0.2755	0.8362	-1.5632	1.562	-0.9403	0.4625	-1.1782	-2.1098	-0.3631	0.6891	0.637	0.2027	0.9798	-0.1543	1.1451	0.7305
f0432	-0.2377	0.8911	-0.2576	-1.0736	0.1305	-0.3517	-0.2252	-1.1552	-0.5019	-0.4459	-0.894	0.3199	1.0707	1.3391	-1.3569	1.8554	-0.6833	0.6085	0.2414	1.0015
f0712	-1.3142	-0.6426	0.1083	1.3159	-0.714	1.4785	2.2578	-0.2271	-1.1873	0.5237	1.3309	-0.3801	-0.914	-0.049	1.1462	0.9273	0.4995	-1.437	0.6797	-1.5845
f0621	-0.8695	-0.4057	0.2448	0.0527	-1.0774	0.3646	0.4449	0.583	-0.3534	0.2419	0.2908	1.2963	-1.9796	0.0965	-2.0328	0.6687	-0.4723	0.6487	0.5589	3.1944
f0679	0.4345	0.9643	0.3994	0.6667	-0.2399	2.0016	-0.3784	0.7029	-0.02	0.6817	2.5299	-0.4203	-1.3631	-0.6706	-0.0622	-0.4064	-0.3908	0.1172	0.2233	-0.1306
f0500	-0.5765	-0.6627	-0.1979	-0.0697	0.7555	0.2096	-1.2055	1.4695	-1.184	0.9472	0.159	0.0034	1.096	0.8771	-0.7761	0.7232	0.7726	0.7614	-0.0469	0.2629
f0555	0.4615	0.2771	1.0498	1.2349	-0.5788	-0.3429	3.0188	1.0503	0.0618	-1.0662	-0.0271	-0.6588	1.695	-0.568	0.848	0.1161	-0.5297	0.6011	-0.0507	0.4895
f0920	-3.4376	-2.1553	-1.2066	-1.2465	-0.0966	-2.5472	-2.666	-1.68	-2.3389	-1.5715	-0.9335	1.4523	0.1968	-0.5633	-0.3458	-0.0005	-0.2313	-0.9164	0.5918	0.8573
f0832	0.8858	-1.888	-0.031	0.7793	0.6846	-0.8908	-2.0083	0.1804	0.1439	-1.4296	0.731	0.1973	1.6955	-1.0989	1.2218	2.3523	-0.2177	-1.5913	-0.4622	-0.1097
f0836	1.6803	-1.6793	-0.7944	-0.6228	0.0159	-1.348	0.9757	-0.3926	-0.399	1.0594	-0.0093	-0.1599	0.7368	0.3021	-0.9727	-0.9139	1.0322	0.6735	2.0145	-0.0513
f0428	-0.5574	0.1956	1.8235	1.7608	-0.6447	2.7921	0.6482	-1.7624	0.7418	-1.4974	0.4904	0.6157	1.1082	1.8856	1.8895	1.6141	-1.9717	-1.2682	0.3261	-0.636
f0181	0.0374	1.5155	1.9922	1.0859	-0.717	1.4739	0.5186	-0.1995	0.2463	2.1966	1.2051	1.258	0.7818	0.383	-0.8454	-0.7504	-1.256	-1.083	-0.712	0.093
f0064	0.242	0.7936	-1.4193	-0.4453	0.0404	0.9644	-0.0738	0.3157	0.6208	1.1241	0.9682	0.6002	-0.7392	1.9181	-0.7655	0.2438	-0.8976	1.3528	-0.9025	0.0649
f0197	1.3792	-0.5707	1.485	0.1163	1.8635	-1.8692	1.6709	-1.01	-0.8153	-1.1845	-0.383	0.6905	-2.0262	1.4207	0.0678	0.1461	0.5624	0.425	-1.2756	-0.2533
f0331	0.2686	-0.2837	-0.1516	1.2801	2.0806	2.0487	0.2983	0.2296	-0.1602	0.3208	-0.2843	-0.7371	0.9166	2.1529	-0.17	-0.6143	0.1077	0.3115	-0.9439	-0.5582
f0409	-1.7398	0.6712	1.2719	1.497	-1.5761	0.4243	0.2729	-0.6227	1.2176	-0.201	-0.0884	2.1909	-0.5678	1.7179	-1.6201	0.0497	-1.0046	1.261	-0.2587	0.1191
f0807	2.0248	0.4972	-1.7035	-1.546	0.0121	0.4466	-0.761	-1.1602	0.9187	0.1551	1.0816	-0.5546	-0.456	0.3785	2.0217	-0.8699	-0.8519	1.0294	-0.8554	0.376
f0839	0.3179	0.3904	0.6829	-1.2577	1.2693	-0.0868	0.9482	0.3973	-0.2257	0.8404	-1.1285	1.549	0.0388	1.4551	-0.0431	-0.3356	0.0552	0.2675	0.2911	-1.0594
f0669	1.1134	-0.4098	-0.7595	0.7966	-1.1038	0.4024	-0.006	-0.7546	-0.4556	0.6278	0.3503	-2.1211	1.388	-0.6606	-0.9112	-0.8385	0.9445	0.8206	-0.7193	-1.9746
f0767	-0.1473	-0.177	-1.1501	-0.254	1.3806	1.1768	0.2809	-0.2106	0.3585	0.361	0.9751	-1.2025	0.1789	-0.3758	0.1305	-0.5305	-0.5852	-2.0624	-0.0538	-1.6399
f0809	-0.0167	-0.2711	0.3875	-0.8846	-0.9338	-0.0575	-1.2186	-0.3857	0.2841	-0.5868	-1.181	-1.149	-1.4704	0.0756	2.2066	1.2226	-0.2994	-0.7267	-0.3199	-0.7003
f0476	-0.2334	-1.3898	-0.1079	0.433	0.0954	-1.1581	-0.1121	-1.6068	-0.9762	-0.0219	0.3354	-0.2568	0.6481	-0.2293	-1.3381	-0.325	0.893	-0.3978	0.6389	0.0781
f0043	-0.2127	-0.5481	-0.079	1.4288	-1.0675	-0.908	0.8034	-0.1639	1.1953	-0.1194	-0.0163	-0.9229	-0.3625	0.2476	0.6979	-1.0303	0.1857	0.1757	-0.5134	-0.1045
f0332	-0.0103	-0.4537	-0.3174	1.0445	-1.6499	-0.0257	-1.2864	0.4734	0.243	2.5289	2.1886	0.7524	-0.7603	-0.3269	1.6239	-1.2676	0.3337	0.6975	-0.6913	0.5725
f0062	0.7941	-0.4546	0.6096	-0.5349	-0.9597	0.6248	0.0258	-0.0836	0.6751	-2.1161	-0.1945	0.5084	-0.4333	-0.72	1.1226	-1.4713	0.5228	0.2824	0.9879	0.4449
f0713	-0.2061	-0.2448	-0.0106	-0.1355	0.7642	0.7045	-0.1113	-0.4666	2.6494	0.7562	-2.2178	1.0905	0.4437	1.2285	0.0594	0.0473	-1.4082	2.4917	0.3708	-1.3986
f0402	0.3674	1.2615	-1.6434	-1.2987	0.7697	-1.168	-0.6015	1.4309	-1.8945	0.3319	0.4556	1.4767	-0.5528	-1.558	-1.9657	-0.155	-0.1716	0.2572	-1.2797	0.6603
f0625	0.9762	-1.1443	0.1518	-2.4671	-0.6051	-0.3562	-0.0989	0.6965	0.5838	-0.0267	-1.2323	0.4273	0.4744	0.3581	1.3072	0.3033	0.0092	0.1351	1.0687	0.5844
f0400	0.6442	0.5191	0.0155	-0.5639	0.9668	0.5709	-0.3882	0.9663	-0.4631	0.295	-1.4399	0.1733	-1.0292	0.6868	1.0313	0.8674	0.8114	0.5224	0.7902	-0.8905
f0405	0.2877	0.2244	1.0635	1.7518	2.6684	-1.0818	0.7143	0.3058	-1.4752	0.2397	0.5644	0.6393	0.5547	-0.6816	0.1246	-0.5425	0.5132	-0.1618	0.1284	0.0954
f0273	-0.7234	1.18	1.2677	-0.3132	0.6398	-1.8566	1.2593	2.5355	-0.518	-0.8226	0.4407	-1.0672	1.0619	1.3443	0.6532	0.1107	0.4074	-0.0352	1.0072	0.1613
f0841	-0.0125	-0.2423	-0.8756	0.1355	-1.634	-1.5875	-1.209	0.0515	0.4043	1.3895	0.0842	-0.6808	0.4091	-0.701	1.2528	-0.3551	-0.0223	-0.9637	-0.7771	-0.7301
f0800	-0.4908	-0.2509	0.0062	0.7839	-0.6588	-0.6785	-0.8063	-0.3573	1.999	-2.2639	0.3781	0.1665	-0.6408	-0.8711	0.2516	0.7228	0.9647	-0.4588	-0.7823	-1.9928
f0360	0.8519	-1.5231	-0.89	0.128	0.69	-0.1691	-2.3751	-0.7468	0.7942	0.0351	0.8614	-0.2649	1.1804	-1.0193	-1.5727	-0.0644	1.5237	0.0845	-0.4556	1.6047
f0829	1.8832	0.5149	0.9271	1.1875	0.2264	-0.5642	-1.5844	-0.9231	-0.5254	1.0319	1.3808	-0.052	-1.1948	1.8986	-0.4477	2.1366	-0.291	-0.9829	-0.0715	-0.692
f0922	-2.1178	-2.5388	-2.4151	-1.8317	-0.9275	-1.2347	-0.757	-1.4783	-2.7562	-1.246	0.2054	0.5752	-0.5126	-0.8829	0.3657	-2.5508	0.5377	-0.8281	0.7458	-0.5989
f0141	1.4164	-0.7794	0.459	-2.1379	0.3742	-0.016	-0.9319	-0.4263	-0.6573	0.6992	-0.5651	-0.0659	-0.4495	-1.1295	1.5162	1.5362	0.2964	0.7893	-0.7522	2.4479
f0559	2.3519	-1.1543	1.6449	2.1078	-0.7797	-0.3499	0.814	-1.4169	-0.7314	0.2849	0.5117	-0.116	0.7232	1.1581	-1.8007	0.9348	-0.3714	0.7688	0.7485	1.3217
f0186	1.1514	1.113	-0.5136	-0.7027	-0.5386	-2.8127	-0.3535	-1.1735	-0.2885	-1.4207	-0.8278	-1.005	1.8891	-0.8927	1.1118	-1.9206	-0.0802	0.0398	0.0132	0.46
f0710	-0.232	2.2123	-0.9007	-0.498	-0.7403	0.9541	-1.4796	-0.3562	0.8489	-0.386	-0.3773	-1.2239	0.2497	-2.3924	-0.9456	-1.1173	0.8484	0.563	-1.2375	-0.5651
f0434	-0.4401	0.9413	0.2583	0.2226	0.5964	0.4451	1.071	0.3852	-0.193	0.9633	0.2178	-1.2973	-0.3229	-0.4332	0.1733	-1.0253	0.7199	0.3146	1.3654	0.0729
f0801	-0.3899	0.1848	-0.2439	1.9176	0.4097	-0.3143	0.0711	0.1646	0.762	0.1735	0.3862	-0.7593	-0.6951	1.1519	-1.1105	-1.3409	-1.3351	0.7533	-0.0867	-2.0499
f0153	0.2002	0.7995	0.3159	0.39	-1.4789	-1.1024	-0.3209	-1.6866	-2.0046	-1.1558	-0.9494	-1.2935	-0.6826	0.6412	-0.6821	-1.2168	-1.217	1.142	2.3593	-1.977
f0377	-0.5302	-1.5454	-0.7276	-1.3517	-0.4027	0.1392	0.3556	-0.2647	-0.486	-1.2344	-1.112	0.7677	-1.6247	0.2589	-1.5064	0.9759	-1.4419	0.3596	0.8458	0.7536
f0973	3.0858	2.5697	0.707	1.886	2.377	1.4269	1.3104	1.5589	3.3776	1.9548	0.2805	0.822	-1.055	0.6879	1.6802	0.3545	1.0072	-1.4891	-0.7223	0.578
f0685	0.3448	-0.1144	0.7873	1.1903	-0.9089	-0.7806	0.2681	-1.0615	0.0198	-1.1307	0.8911	0.0587	0.7869	0.5827	-1.3792	1.2597	-0.1869	1.1155	-0.8847	-1.4914
f0671	-1.3097	0.1821	0.3882	-0.2754	0.8389	0.1123	1.7172	-1.0121	2.3817	0.6608	0.8407	0.5185	0.0124	0.1639	-0.1801	-0.0363	0.4561	1.3386	-1.5767	-0.3704
f0076	-1.511	-0.6252	1.1092	-0.293	0.2511	-0.4059	0.0355	0.1053	0.2338	1.703	1.0463	-2.1479	-1.8196	0.5234	-1.0818	1.1944	0.0043	-0.2436	0.6264	1.2433
f0073	-1.1975	0.1737	-0.2819	0.3173	1.7224	0.221	0.3829	-0.3037	0.1084	1.3709	-1.262	0.8711	-0.4577	-1.2435	-0.2951	-0.7121	-1.3333	-0.5062	-0.046	-0.77
f0473	0.0875	-0.2393	-0.3858	0.8518	0.1266	-0.1833	0.1847	-0.5534	-0.8661	-0.4053	-0.7885	1.0413	0.685	-0.8589	0.0617	-2.576	-0.9513	0.911	-0.181	0.6527
f0173	-1.585	1.0266	1.394	-0.866	1.9303	-1.6935	-0.3271	0.027	0.0855	0.6145	-0.1288	0.3378	0.1255	-0.5925	0.3912	0.5941	0.309	-0.0379	0.9911	-1.4581
f0512	1.8077	0.7862	1.0373	-0.0842	1.0586	0.1321	-1.1794	-0.7917	0.8817	-0.3986	-0.0523	-2.1053	-0.6966	-0.1206	1.0198	-0.5659	0.0025	-1.1696	-0.0338	-1.1125
f0244	0.2833	0.658	0.5849	-0.5218	-0.7178	-0.3762	-0.1885	-1.6805	-0.1239	0.4567	0.3811	0.1146	0.4681	-1.6558	-0.5478	-0.1524	-0.5589	-1.1741	-0.1073	-0.1824
f0502	-0.8313	0.1718	-1.7001	-0.7656	0.881	1.968	-1.3622	0.1153	0.5529	0.2156	0.1171	-0.6553	0.7085	0.7665	0.3878	1.8404	-1.9957	-0.7145	0.0431	1.4869
f0480	0.0326	-2.4441	1.784	-0.4321	1.7045	-0.1862	0.9615	-1.2759	-2.3531	0.7593	0.7277	-0.1463	0.1938	-0.7801	-1.3877	-0.3858	-1.4852	-1.0973	-1.0508	-0.31
f0804	1.7905	-0.3718	-0.1975	-0.5702	-0.6359	-0.6425	1.0113	0.6652	0.1484	-0.4062	0.327	0.4383	-1.9898	0.6447	1.0709	0.4918	1.3112	-0.2238	-0.4631	1.8562
f0979	1.7757	1.1998	2.0528	1.3185	0.2461	3.7436	2.1432	3.1404	1.9666	2.0604	0.9504	0.5108	-0.7997	2.0626	-0.2772	-1.5105	1.1269	-1.1678	-0.63	1.4699
f0143	-0.8284	0.3245	-0.2635	-2.1631	0.713	0.2474	-0.5307	-0.761	1.2465	-0.2772	-1.1647	-0.6868	-1.0784	-0.5073	-0.1847	-0.1344	-0.5164	0.1571	0.9315	-0.0073
f0245	0.5123	-0.0791	-0.4713	-2.4157	1.6991	-1.1647	-1.4806	0.5447	2.1079	0.9151	-0.0786	-1.9429	-0.0364	-1.043	2.1123	-0.6185	0.5286	0.2198	-0.9947	-0.989
f0005	0.0863	-0.5334	-0.1449	-1.2452	-0.5964	-0.6086	-1.1469	-0.6074	0.3577	-0.6985	-0.3262	1.0075	-0.4407	-1.9638	0.0927	0.7379	-0.0648	0.884	-0.5169	0.6313
f0340	-0.9812	0.7169	0.6408	-1.1266	0.1734	1.1831	-0.7369	-0.3008	0.5688	0.8015	-0.4133	0.1129	0.0387	-0.4121	-1.4069	-0.0367	0.2338	0.4233	-0.9534	-0.0377
f0215	1.1232	0.1391	0.3327	1.5102	-0.702	0.121	-0.4466	0.8632	0.0513	-1.6766	-0.5604	-0.3772	-1.6986	0.576	-0.903	1.145	0.2616	-1.6087	1.4717	0.3275
f0459	-0.2878	0.9092	2.7259	0.2104	0.1536	-1.1703	-1.664	-0.4196	-1.7573	-0.197	0.4155	-0.1915	-0.2346	1.597	-0.2427	1.2282	-0.2543	-0.5709	0.1958	0.3852
f0827	-0.2942	1.7415	-1.2171	2.2956	-0.0391	-0.1165	0.4669	-1.4668	1.2432	0.7976	0.5319	1.3103	-0.7523	-0.997	-0.0853	0.9055	-0.9432	1.3664	-0.5736	0.2663
f0002	1.0664	-0.4859	1.1508	0.5573	1.176	1.0985	-1.5773	0.9168	1.7872	0.7571	-0.3718	-2.4881	0.0488	0.3425	-1.6841	2.4188	-1.7178	-1.9176	-0.0502	-0.3284
f0036	-0.5655	0.2121	0.3847	0.78	1.3223	2.3413	-1.0497	0.7388	-0.8151	-0.1525	-0.2798	-0.8075	0.0588	-1.7793	0.6728	1.745	-0.9269	1.0883	-2.4753	1.0954
f0887	0.0254	-1.7542	1.2638	0.3662	-1.2771	-1.5205	1.6088	1.5177	-1.6826	-0.0918	0.5142	-0.5011	1.212	1.0126	-0.2589	-0.445	0.1488	0.4336	0.7925	-0.0491
f0792	0.8166	0.3433	0.902	0.2496	1.4443	-1.0716	0.8601	-0.4229	-0.6519	-1.3208	-0.0812	0.3174	-0.0892	-0.5542	1.2686	-0.0034	-1.1736	-0.243	-0.5217	-1.1846
f0008	0.5593	-0.5703	0.7448	-1.4369	1.7303	-0.265	-0.5246	-1.1587	0.0483	-0.1139	-0.1995	0.2909	1.7172	-1.3613	-0.8504	1.4991	1.1189	0.0682	0.7774	0.7149
